example_id,start,end,tag,value,overlap
e0d03ac6-1355-46a6-b0b4-56d5c426a26c,513,523,Treaty,tax treaty,f
e1a93598-7bf9-41d3-a56c-737e97028b53,28,39,Foreing Policy,77 FR 24373,
e1a93598-7bf9-41d3-a56c-737e97028b53,58,193,Softlaw,"guidelines for collecting data on international trade in services and direct investment through notices, rather than through rulemaking",f
e1b2588d-d0b8-46ce-bc87-05e15d75f8a2,50,118,statute,Title VI of the Middle Class Tax Relief and Job Creation Act of 2012,
e1b2588d-d0b8-46ce-bc87-05e15d75f8a2,299,364,Softlaw,"are not person(s) who have been, for reasons of national security",f
e1b2588d-d0b8-46ce-bc87-05e15d75f8a2,691,774,Foreing Policy,matters relating to the national defense and foreign relations of the United States,f
e1bde9f4-3d5c-426b-8d85-07f7be4978d1,37,42,Treaty,CITES,
e1c6149b-ecf8-4665-b87d-7651937c4d77,73,150,Agreement,"agreement between the Government of American Samoa and Quota Management, Inc.",
e1c6149b-ecf8-4665-b87d-7651937c4d77,306,326,statute,50 CFR 665.819(c)(1),f
e1f4c982-d9df-47a8-aae7-def3d2cda126,4,141,Softlaw,Provide appropriate assistance to nations identified by the Secretary under paragraph (a) of this section and international organizations,
e22042ce-6ab8-453f-a24a-6445a03c7c82,4,97,Foreing Policy,From which fish or shellfish are or could be taken and sold in interstate or foreign commerce,
e2c0c0ad-2a61-43a9-8b8b-20145c265f1f,5,9,Foreing Policy,rule,
e2c0c0ad-2a61-43a9-8b8b-20145c265f1f,324,451,Softlaw,expand the Board's membership from 18 to 21 by adding two importers of frozen mangos and one foreign processor of frozen mangos,f
e2c0c0ad-2a61-43a9-8b8b-20145c265f1f,453,475,statute,§§ 1206.30 and 1206.31,f
e2c6277c-5e91-4f80-aaa3-e27099d6596c,4,457,Agreement,"Except as otherwise authorized, and notwithstanding the existence of any rights or obligations conferred or imposed by any international agreement or contract entered into or any license or permit granted prior to the effective date, all expenses incident to the maintenance of physical property blocked pursuant to § 584.201(a) shall be the responsibility of the owners or operators of such property, which expenses shall not be met from blocked funds.",
e2c6277c-5e91-4f80-aaa3-e27099d6596c,320,332,statute,§ 584.201(a),f
e2dc58be-f37d-4b21-8a0a-59d5bdbab215,27,59,statute,Export Control Reform Initiative,
e2dc58be-f37d-4b21-8a0a-59d5bdbab215,170,205,Agreement,multilateral export control regimes,f
e32da98a-8ddf-4b4e-93c6-8840a34a31fe,374,644,Softlaw,"In meeting shared challenges involving health, safety, labor, security, environmental, and other issues, international regulatory cooperation can identify approaches that are at least as protective as those that are or would be adopted in the absence of such cooperation",
e32da98a-8ddf-4b4e-93c6-8840a34a31fe,646,682,Softlaw,International regulatory cooperation,f
e3302119-0e6a-46f8-af22-0eeb0e335953,35,192,Foreing Policy,"EPA seeks to harmonize U.S. tolerances with international standards whenever possible, consistent with U.S. food safety standards and agricultural practices.",
e3302119-0e6a-46f8-af22-0eeb0e335953,193,351,statute,"EPA considers the international maximum residue limits (MRLs) established by the Codex Alimentarius Commission (Codex), as required by FFDCA section 408(b)(4)",f
e3302119-0e6a-46f8-af22-0eeb0e335953,328,351,statute,FFDCA section 408(b)(4),f
e3302119-0e6a-46f8-af22-0eeb0e335953,629,800,statute,"EPA may establish a tolerance that is different from a Codex MRL; however, FFDCA section 408(b)(4) requires that EPA explain the reasons for departing from the Codex level",f
e3fffe22-e8f9-4099-8352-4d9881d52eca,4,31,statute,Trade Agreement Act of 1979,
e3fffe22-e8f9-4099-8352-4d9881d52eca,325,348,Softlaw,international standards,f
e4334ed3-f0f5-4e3f-9880-3955ac3ae634,937,962,Foreing Policy,foreign direct investment,
e4334ed3-f0f5-4e3f-9880-3955ac3ae634,989,1063,Softlaw,"BE-605, Quarterly Survey of Foreign Direct Investment in the United States",f
e4334ed3-f0f5-4e3f-9880-3955ac3ae634,1069,1139,Softlaw,"BE-15, Annual Survey of Foreign Direct Investment in the United States",f
e4334ed3-f0f5-4e3f-9880-3955ac3ae634,1149,1216,Softlaw,"BE-13, Survey of New Foreign Direct Investment in the United States",f
e44f97a6-1cbf-45b5-b409-9c39ff6dd3bc,216,275,Softlaw,relevant documentation conventions and diligence procedures,
e4738cb1-f218-485e-ab2e-e6541e1abeee,6,32,statute,section 4(b)(2) of the Act,
e4738cb1-f218-485e-ab2e-e6541e1abeee,110,138,Foreing Policy,impacts on national security,f
e53435de-5ffd-422f-9a7e-ae825184eb38,145,199,Agreement,bilateral agreement with the State of Design Authority,
e56d101e-c0a1-407b-a766-ad86a32f924d,114,163,Treaty,"international treaties, conventions, or protocols",
e5b4b35a-42b6-4d72-b472-9916afa68a2a,4,17,Foreing Policy,proposed rule,
e5b4b35a-42b6-4d72-b472-9916afa68a2a,18,175,Softlaw,"defines “foreign banking institution” to mean a bank organized under foreign law, or an agency, branch, or office located outside the United States of a bank",f
e642f66e-ccd6-49ee-a611-0a951c1ffbe2,192,218,statute,Freedom of Information Act,
e642f66e-ccd6-49ee-a611-0a951c1ffbe2,220,231,statute,Privacy Act,f
e642f66e-ccd6-49ee-a611-0a951c1ffbe2,281,310,Foreing Policy,national security information,f
e642f66e-ccd6-49ee-a611-0a951c1ffbe2,342,398,statute,Electronic Freedom of Information Act Amendments of 1996,f
e67c81e7-0f87-425a-a4d9-37b6fa89b0a6,237,281,Softlaw,harmonize cross-border regulatory approaches,
e685b956-480d-4cd7-a2d4-2eb752327212,4,84,Foreing Policy,"Scientific, technological, or economic matters relating to the national security",
e738bb76-a7f3-46b4-8450-1f11789983d3,0,18,Treaty,The Nice Agreement,
e738bb76-a7f3-46b4-8450-1f11789983d3,61,65,Treaty,WIPO,f
e738bb76-a7f3-46b4-8450-1f11789983d3,232,267,Treaty,international classification system,f
e738bb76-a7f3-46b4-8450-1f11789983d3,460,474,statute,37 CFR 2.85(a),f
e7509ea7-ea18-4aea-9a6c-a1b1090b784c,121,168,Agreement,bilateral agreement with the European Community,
e7da7c93-49a0-45cd-bd80-2635a9a8a483,52,77,Treaty,Migratory Bird Treaty Act,
e8a0b553-32de-41ba-8fa0-0e6d769c23cb,120,168,Softlaw,"Pursuant to our bilateral agreement with France,",
e8ab1609-0220-480d-adea-5bb900d7d708,187,210,Softlaw,international standards,
e90745c9-6b3c-4ee1-877e-6776704931f8,159,291,Softlaw,The Board will be expanded from 18 to 21 members by adding two importers of frozen mangos and one foreign processor of frozen mangos,
ea59fb51-40e7-442a-9ccd-5c54901bbd3e,73,125,Foreing Policy,susceptible to use in interstate or foreign commerce,
ea6e29b3-eab8-40fd-ba5d-98b54d9c5e41,579,604,Foreing Policy,national security reasons,
ea9254d4-8249-444d-a461-5b8e8b3dce57,65,109,Foreing Policy,guard against international money laundering,
ea9254d4-8249-444d-a461-5b8e8b3dce57,346,521,Foreing Policy,"Given the national security threat posed by such activity, FinCEN views this action as necessary to prevent Bank of Dandong from continuing to access the U.S. financial system",f
eab1127a-5394-42d1-a9a8-78f2369219a8,120,154,Softlaw,Pursuant to our bilateral agreemen,
ead6d915-5e22-4512-a532-bfa65dcaaa93,183,207,Foreing Policy,foreign affairs function,
eb4c9ead-9cfc-4e21-bcde-a60722abaa55,4,97,Foreing Policy,From which fish or shellfish are or could be taken and sold in interstate or foreign commerce,
ebb8aaef-23b8-459b-a14e-115a0ce73c4b,0,120,Softlaw,"In making its tolerance decisions, EPA seeks to harmonize U.S. tolerances with international standards whenever possible",
ebb8aaef-23b8-459b-a14e-115a0ce73c4b,193,303,Softlaw,EPA considers the international maximum residue limits (MRLs) established by the Codex Alimentarius Commission,f
ebb8aaef-23b8-459b-a14e-115a0ce73c4b,274,303,Softlaw,Codex Alimentarius Commission,f
ebb8aaef-23b8-459b-a14e-115a0ce73c4b,328,351,statute,FFDCA section 408(b)(4),f
ebb8aaef-23b8-459b-a14e-115a0ce73c4b,353,627,Treaty,"The Codex Alimentarius is a joint United Nations Food and Agriculture Organization/World Health Organization food standards program, and it is recognized as an international food safety standards-setting organization in trade agreements to which the United States is a party",f
ebb8aaef-23b8-459b-a14e-115a0ce73c4b,629,800,Treaty,"EPA may establish a tolerance that is different from a Codex MRL; however, FFDCA section 408(b)(4) requires that EPA explain the reasons for departing from the Codex level",f
ec45c3e8-18de-4993-be22-89969f752d09,4,62,statute,Agricultural Marketing Act of 1946 (7 U.S.C. 1621 et seq.),
ec548dff-88e2-43e7-b716-171d0ed377f6,264,385,Softlaw,CBP may demand that the export carrier redeliver the cargo in accordance with the terms of its international carrier bond,
ec89df68-7385-4c20-a2fa-0a899339df6c,5,15,Foreing Policy,final rule,
ec89df68-7385-4c20-a2fa-0a899339df6c,21,225,Softlaw,requires U.S. financial institutions to apply additional due diligence measures in order to prevent North Korean financial institutions from gaining improper indirect access to U.S. correspondent accounts,f
ec89df68-7385-4c20-a2fa-0a899339df6c,384,420,Foreing Policy,international financial transactions,f
ec89df68-7385-4c20-a2fa-0a899339df6c,459,517,Foreing Policy,proliferation of its WMD and conventional weapons programs,f
ed095ff8-90c3-4335-a7b1-5ee7c700a6f8,5,10,Foreing Policy,ANPRM,
ed095ff8-90c3-4335-a7b1-5ee7c700a6f8,362,383,statute,49 U.S.C. 44701(a)(5),f
ed095ff8-90c3-4335-a7b1-5ee7c700a6f8,489,506,Foreing Policy,national security,f
ed95d02f-db1b-42d9-b9ce-7f7844d77e89,286,311,statute,Moratorium Protection Act,
ed95d02f-db1b-42d9-b9ce-7f7844d77e89,471,513,Softlaw,applicable international fishery agreement,f
ee17579f-2f22-4ee4-a777-715cfaac0451,272,278,Treaty,treaty,
ee719232-cdc9-4849-a0f2-ba93ad8ee15a,0,22,statute,Section 630.1506(b)(1),
ee719232-cdc9-4849-a0f2-ba93ad8ee15a,363,503,Foreing Policy,"regulations governing the dissemination of sensitive information related to national security, foreign relations, or law enforcement matters",f
ee9c1cbb-2300-4a20-bfe2-fa594d4807eb,433,453,statute,Trade Agreements Act,
ee9c1cbb-2300-4a20-bfe2-fa594d4807eb,626,635,statute,Trade Act,f
ee9c1cbb-2300-4a20-bfe2-fa594d4807eb,636,754,Softlaw,"requires agencies to consider international standards and, where appropriate, that they be the basis of U.S. standards",f
eeba0f4f-62f3-48ed-aaa7-163befcb3e1b,0,19,Treaty,The Nice Agreement ,
eeba1db8-79c7-4ee8-af4b-957feae89170,131,148,Foreing Policy,national security,
eeba1db8-79c7-4ee8-af4b-957feae89170,421,433,statute,5 U.S.C. 553,f
ef4e8f59-c3fb-4ea1-a681-a337c6a61e41,477,509,statute,the Trade Agreements Act of 1979,
ef4e8f59-c3fb-4ea1-a681-a337c6a61e41,561,681,Softlaw,prohibits agencies from setting standards that create unnecessary obstacles to the foreign commerce of the United States,f
ef4e8f59-c3fb-4ea1-a681-a337c6a61e41,713,856,statute,"the Trade Agreements Act requires agencies to consider international standards and, where appropriate, that they be the basis of U.S. standards",f
f045013f-fb3b-48b8-96a6-c83c3b3698f3,5,9,Foreing Policy,NPRM,
f045013f-fb3b-48b8-96a6-c83c3b3698f3,138,170,Foreing Policy,primary money laundering concern,f
f045013f-fb3b-48b8-96a6-c83c3b3698f3,183,201,statute,"Section 311, and 2",f
f045013f-fb3b-48b8-96a6-c83c3b3698f3,248,269,statute,fifth special measure,f
f045013f-fb3b-48b8-96a6-c83c3b3698f3,436,754,Foreing Policy,"Bank of Dandong is a financial institution of primary money laundering concern because it serves as a conduit for North Korea to access the U.S. and international financial systems, including by facilitating millions of dollars of transactions for companies involved in North Korea's WMD and ballistic missile programs",f
f045013f-fb3b-48b8-96a6-c83c3b3698f3,858,1037,Foreing Policy,"FinCEN proposes a prohibition on covered U.S. financial institutions from opening or maintaining a correspondent account in the United States for, or on behalf of, Bank of Dandong",f
f06a7990-c621-4729-903e-4c84dbb02fe0,49,111,Treaty,IFQ holders and IPQ holders who enter an agreement with an ECC,
f0e7d1a3-a120-40c6-a946-d34c200f07f5,267,271,Softlaw,CEWG,
f0e7d1a3-a120-40c6-a946-d34c200f07f5,397,542,Softlaw,"Commission should clarify that a non-U.S. person is not subject to Commission regulation, even where a U.S. person guarantees either counterparty",f
f0e7d1a3-a120-40c6-a946-d34c200f07f5,549,579,Softlaw,Hong Kong Association of Banks,f
f0e7d1a3-a120-40c6-a946-d34c200f07f5,611,745,Softlaw,swaps between non-U.S. persons should be excluded from the de minimis determination regardless of whether a counterparty is guaranteed,f
f0e7d1a3-a120-40c6-a946-d34c200f07f5,748,752,Softlaw,ISDA,f
f0e7d1a3-a120-40c6-a946-d34c200f07f5,776,856,Softlaw,focus should be on whether a U.S. guarantor of a non-U.S. person should register,f
f0e7d1a3-a120-40c6-a946-d34c200f07f5,859,900,Softlaw,Investment Industry Association of Canada,f
f0e7d1a3-a120-40c6-a946-d34c200f07f5,958,1030,Softlaw,indirect holding company ownership alone does not constitute a guarantee,f
f16cdd0a-9198-449c-b083-265fb78571c5,53,121,Foreing Policy,does not require protection in the interest of the national security,
f16e0235-1cfa-4dd2-bfa1-8af64f9ed8fe,1,472,Softlaw,"These international Social Security agreements, often called “totalization agreements,” have two main purposes. First, they eliminate dual Social Security taxation, the situation that occurs when a worker from one country works in another country and is required to pay Social Security taxes to both countries on the same earnings. Second, the agreements help fill gaps in benefit protection for workers who have divided their careers between the U.S. and another country",
f2022cda-0bd7-4af7-bb54-562d525ed534,224,241,Treaty,income tax treaty,
f2022cda-0bd7-4af7-bb54-562d525ed534,423,429,Treaty,treaty,f
f2022cda-0bd7-4af7-bb54-562d525ed534,752,758,Treaty,treaty,f
f206d543-82e8-45b7-b68b-5aa4d18c0627,49,59,Foreing Policy,rulemaking,
f206d543-82e8-45b7-b68b-5aa4d18c0627,89,141,Foreing Policy,national security concerns associated with small UAS,f
f22c524a-84f7-4109-83d3-713b78ae952e,14,39,statute,Moratorium Protection Act,
f22c524a-84f7-4109-83d3-713b78ae952e,337,350,Treaty,WTO Agreement,f
f22c524a-84f7-4109-83d3-713b78ae952e,692,720,Agreement,applicable international law,f
f2bb3187-7351-4af9-b0ec-950c10e1c18b,230,247,Foreing Policy,national security,
f320b826-75a7-4707-bfb9-bf48d8038ce7,167,188,statute,fifth special measure,
f320b826-75a7-4707-bfb9-bf48d8038ce7,189,395,Softlaw,would not prevent Bank of Dandong from conducting legitimate business activities in other foreign currencies so long as such activity does not involve a correspondent account maintained in the United States,f
f3734633-a960-4a3e-b198-ea4f3dadb4fb,252,309,statute," title 49, U.S. Code. Subtitle I, sections 106(f) and (g)",
f3734633-a960-4a3e-b198-ea4f3dadb4fb,360,403,statute,"Subtitle VII of title 49, Aviation Programs",f
f3734633-a960-4a3e-b198-ea4f3dadb4fb,467,486,statute,Section 40101(d)(1),f
f3734633-a960-4a3e-b198-ea4f3dadb4fb,680,702,statute,Section 40105(b)(1)(A),f
f414c9e8-e844-4fd4-a0b2-34160ba3dacd,47,175,Foreing Policy,controlling the import and export of defense articles and services is a foreign affairs function of the United States Government,
f480e05a-b5e0-4fe5-81f1-ba9c77c26b9f,23,58,Treaty,bilateral and multilateral treaties,
f4b07374-30fd-44d7-b302-003373e23b67,1146,1247,Softlaw,government-sponsored activities of a foreign country with the support of a U.S. government department,
f4fde635-a787-4601-8db5-4fefb94901a7,108,155,Agreement,bilateral agreement with the European Community,
f605fd6d-b655-4a37-b412-2bf63b58d5a4,1,16,statute,Section 364.101,
f605fd6d-b655-4a37-b412-2bf63b58d5a4,113,161,Softlaw,State-licensed insured branches of foreign banks,f
f62f4d8d-7f1b-45f1-95d1-ff7cd38089fc,23,58,Softlaw,international harmonization efforts,
f62f4d8d-7f1b-45f1-95d1-ff7cd38089fc,200,245,Softlaw,international collaboration and harmonization,f
f62f4d8d-7f1b-45f1-95d1-ff7cd38089fc,617,652,Softlaw,international harmonization efforts,f
f6e6376a-9fb8-4401-bd0c-8af4179ddb37,573,618,Softlaw,international fishery management organization,
f769c760-ff62-42f4-84b7-c36a0ff8fece,368,573,Foreing Policy,"As discussed further below, FinCEN is concerned that Bank of Dandong serves as a financial conduit between North Korea and the U.S. and international financial systems in violation of U.S. and UN sanctions",
f769c760-ff62-42f4-84b7-c36a0ff8fece,561,573,Treaty,UN sanctions,f
f88051d7-4b91-4531-8d9a-4d74864df6ed,245,317,Foreing Policy,required to prevent at least significant damage to the national security,
f8fd09f1-2ebc-4693-ba9c-7d413da5446f,324,349,Foreing Policy,national security reasons,
f918417d-b877-429d-9117-2175b0fdc532,67,77,statute,300.202(a),
f918417d-b877-429d-9117-2175b0fdc532,613,655,Agreement,applicable international fishery agreement,f
f93bf343-a911-415a-8a42-ca987d5637c0,31,48,Foreing Policy,national security,
f93d5c75-7f5e-426c-835c-e8622970d60d,5,9,Foreing Policy,rule,
f93d5c75-7f5e-426c-835c-e8622970d60d,36,107,statute,"5 U.S.C. 804(2), the Small Business Regulatory Enforcement Fairness Act",f
f93d5c75-7f5e-426c-835c-e8622970d60d,472,547,Foreing Policy,ability of U.S.-based enterprises to compete with foreign-based enterprises,f
f953a0cc-43b1-456a-b0f8-4d75eb25b115,0,150,Foreing Policy,"Because this rule involves a foreign affairs function of the United States, it is not subject to either Executive Order 12866 or Executive Order 13771",
f9a4361e-4272-42f5-b9ae-cfebf156a0fa,0,75,Softlaw,This product has been approved by the aviation authority of another country,
f9a4361e-4272-42f5-b9ae-cfebf156a0fa,129,199,Agreement,Pursuant to our bilateral agreement with the State of Design Authority,f
fa169329-02a6-41b8-b982-d15522da2b8a,77,129,Foreing Policy,susceptible to use in interstate or foreign commerce,
fcc6c31d-29d7-4e06-999f-ef5eb3c36593,0,120,Softlaw,"In making its tolerance decisions, EPA seeks to harmonize U.S. tolerances with international standards whenever possible",
fcc6c31d-29d7-4e06-999f-ef5eb3c36593,193,303,Softlaw,EPA considers the international maximum residue limits (MRLs) established by the Codex Alimentarius Commission,f
fcc6c31d-29d7-4e06-999f-ef5eb3c36593,274,303,Softlaw,Codex Alimentarius Commission,f
fcc6c31d-29d7-4e06-999f-ef5eb3c36593,328,351,statute,FFDCA section 408(b)(4),f
fcc6c31d-29d7-4e06-999f-ef5eb3c36593,353,627,Treaty,"The Codex Alimentarius is a joint United Nations Food and Agriculture Organization/World Health Organization food standards program, and it is recognized as an international food safety standards-setting organization in trade agreements to which the United States is a party",f
fcc6c31d-29d7-4e06-999f-ef5eb3c36593,629,800,Treaty,"EPA may establish a tolerance that is different from a Codex MRL; however, FFDCA section 408(b)(4) requires that EPA explain the reasons for departing from the Codex level",f
fd14ab38-11f0-4dca-b7e8-dde670d08663,133,150,Foreing Policy,national security,
fd14ab38-11f0-4dca-b7e8-dde670d08663,311,315,Foreing Policy,rule,f
fd14ab38-11f0-4dca-b7e8-dde670d08663,320,382,Foreing Policy,Operation and Certification of Small Unmanned Aircraft Systems,f
fd8edca9-35a1-4653-84b2-f71eea119be9,92,150,Agreement,subject to international agreements with Mexico and Canada,
fd9d0690-3de1-4403-9ae0-1b320f97c686,19,32,statute,§ 21.29(a)(2),
fd9d0690-3de1-4403-9ae0-1b320f97c686,166,210,Foreing Policy,airworthiness and environmental requirements,f
fd9d0690-3de1-4403-9ae0-1b320f97c686,396,415,Softlaw,bilateral agreement,f
ff854703-a245-4a75-a867-7c99e72f8f73,34,38,Softlaw,ISDA,
ff854703-a245-4a75-a867-7c99e72f8f73,43,48,Softlaw,SIFMA,f
ff854703-a245-4a75-a867-7c99e72f8f73,66,151,Softlaw,expiration of the Final Order should be tied to the publication of the final guidance,f
ffafdb14-7caf-4986-83d1-d05cdf3fd490,88,113,Treaty,international obligations,
ffafdb14-7caf-4986-83d1-d05cdf3fd490,129,142,Treaty,WTO Agreement,f
ffcce80d-31fc-49cb-bbe9-2ddde48f4b8d,95,155,Foreing Policy,To aid CBP in the enforcement of export laws and regulations,
ffcce80d-31fc-49cb-bbe9-2ddde48f4b8d,157,379,Softlaw,"no vessel will be cleared for any port in the following countries until a complete outward foreign manifest and all required EEI filing citations, exclusions, and/or exemption legends have been filed with the port director",f
ffd266f2-79c0-4173-ac05-b627682c26b9,582,599,Foreing Policy,national security,
